0,0,0,-0.34502924,-0.116959064,-0.567251462,-0.421052632,-0.614035088,-0.742690058,-0.614035088,-0.98245614,-0.409356725,-0.719298246,-0.432748538,-1,-0.409356725,-0.730994152,-0.374269006,-0.596491228,-0.204678363,-0.736842105,-0.233918129,-0.964912281,-0.228070175,-0.65497076,-0.198830409,-0.590643275,0.005847953,-0.725146199,-0.01754386,-0.929824561,-0.035087719,-0.637426901,-0.01754386,-0.567251462,0.222222222,-0.695906433,0.18128655,-0.871345029,0.140350877,-0.678362573,0.14619883,-0.602339181
0,0,0,-0.34502924,-0.116959064,-0.567251462,-0.432748538,-0.608187135,-0.760233918,-0.602339181,-0.994152047,-0.409356725,-0.736842105,-0.438596491,-1,-0.409356725,-0.725146199,-0.374269006,-0.608187135,-0.198830409,-0.754385965,-0.233918129,-0.970760234,-0.233918129,-0.649122807,-0.198830409,-0.602339181,0.011695906,-0.742690058,-0.01754386,-0.935672515,-0.040935673,-0.637426901,-0.011695906,-0.584795322,0.233918129,-0.707602339,0.18128655,-0.871345029,0.140350877,-0.678362573,0.157894737,-0.614035088
0,0,0,-0.347058824,-0.123529412,-0.576470588,-0.435294118,-0.629411765,-0.764705882,-0.623529412,-1,-0.411764706,-0.735294118,-0.452941176,-1,-0.417647059,-0.723529412,-0.370588235,-0.605882353,-0.205882353,-0.752941176,-0.247058824,-0.982352941,-0.241176471,-0.652941176,-0.2,-0.605882353,0.005882353,-0.741176471,-0.023529412,-0.941176471,-0.041176471,-0.641176471,-0.011764706,-0.588235294,0.229411765,-0.705882353,0.176470588,-0.876470588,0.135294118,-0.676470588,0.158823529,-0.617647059
0,0,0,-0.349112426,-0.124260355,-0.573964497,-0.431952663,-0.627218935,-0.75739645,-0.615384615,-1,-0.408284024,-0.727810651,-0.437869822,-0.99408284,-0.408284024,-0.727810651,-0.366863905,-0.603550296,-0.201183432,-0.74556213,-0.230769231,-0.976331361,-0.224852071,-0.662721893,-0.195266272,-0.609467456,0.01183432,-0.733727811,-0.01183432,-0.940828402,-0.029585799,-0.644970414,-0.00591716,-0.591715976,0.236686391,-0.704142012,0.189349112,-0.881656805,0.147928994,-0.680473373,0.165680473,-0.615384615
0,0,0,-0.347058824,-0.117647059,-0.570588235,-0.429411765,-0.623529412,-0.752941176,-0.611764706,-0.994117647,-0.4,-0.723529412,-0.435294118,-1,-0.411764706,-0.729411765,-0.364705882,-0.6,-0.2,-0.747058824,-0.235294118,-0.982352941,-0.229411765,-0.664705882,-0.188235294,-0.605882353,0.011764706,-0.735294118,-0.017647059,-0.947058824,-0.035294118,-0.647058824,-0.005882353,-0.588235294,0.229411765,-0.7,0.182352941,-0.882352941,0.141176471,-0.682352941,0.158823529,-0.617647059
0,0,0,-0.347058824,-0.111764706,-0.570588235,-0.429411765,-0.617647059,-0.758823529,-0.623529412,-1,-0.411764706,-0.729411765,-0.447058824,-1,-0.417647059,-0.717647059,-0.364705882,-0.594117647,-0.205882353,-0.752941176,-0.247058824,-0.976470588,-0.241176471,-0.652941176,-0.194117647,-0.605882353,0.005882353,-0.741176471,-0.023529412,-0.935294118,-0.047058824,-0.635294118,-0.011764706,-0.582352941,0.229411765,-0.705882353,0.176470588,-0.870588235,0.135294118,-0.670588235,0.158823529,-0.611764706
0,0,0,-0.339181287,-0.111111111,-0.555555556,-0.426900585,-0.596491228,-0.754385965,-0.602339181,-1,-0.397660819,-0.719298246,-0.426900585,-0.98245614,-0.397660819,-0.713450292,-0.356725146,-0.596491228,-0.192982456,-0.736842105,-0.222222222,-0.959064327,-0.222222222,-0.643274854,-0.187134503,-0.602339181,0.01754386,-0.725146199,-0.005847953,-0.918128655,-0.029239766,-0.625730994,-0.005847953,-0.578947368,0.239766082,-0.695906433,0.187134503,-0.865497076,0.14619883,-0.67251462,0.169590643,-0.614035088
0,0,0,-0.350877193,-0.105263158,-0.573099415,-0.426900585,-0.619883041,-0.754385965,-0.608187135,-1,-0.415204678,-0.730994152,-0.450292398,-1,-0.421052632,-0.719298246,-0.374269006,-0.602339181,-0.204678363,-0.754385965,-0.245614035,-0.970760234,-0.239766082,-0.643274854,-0.198830409,-0.602339181,0.011695906,-0.742690058,-0.023391813,-0.929824561,-0.040935673,-0.625730994,-0.005847953,-0.584795322,0.233918129,-0.713450292,0.175438596,-0.865497076,0.134502924,-0.660818713,0.169590643,-0.614035088
0,0,0,-0.343023256,-0.11627907,-0.558139535,-0.436046512,-0.598837209,-0.75,-0.610465116,-0.988372093,-0.395348837,-0.75,-0.465116279,-1,-0.436046512,-0.726744186,-0.377906977,-0.598837209,-0.191860465,-0.76744186,-0.261627907,-0.970930233,-0.25,-0.645348837,-0.191860465,-0.587209302,0.01744186,-0.75,-0.046511628,-0.924418605,-0.063953488,-0.610465116,-0.011627907,-0.546511628,0.238372093,-0.709302326,0.151162791,-0.854651163,0.104651163,-0.651162791,0.13372093,-0.581395349
0,0,0,-0.344827586,-0.132183908,-0.534482759,-0.448275862,-0.563218391,-0.752873563,-0.568965517,-0.982758621,-0.367816092,-0.74137931,-0.448275862,-1,-0.431034483,-0.729885057,-0.373563218,-0.597701149,-0.172413793,-0.752873563,-0.247126437,-0.965517241,-0.252873563,-0.655172414,-0.183908046,-0.586206897,0.028735632,-0.729885057,-0.051724138,-0.908045977,-0.074712644,-0.603448276,-0.011494253,-0.534482759,0.235632184,-0.67816092,0.132183908,-0.816091954,0.086206897,-0.620689655,0.137931034,-0.551724138
